Utterance	Intent	Orchestration Name
Clean my room	ImpossibleAction	ChitChat
Check the weather	ImpossibleAction	ChitChat
Change the channel	ImpossibleAction	ChitChat
Can you write my report?	ImpossibleAction	ChitChat
Write my report	ImpossibleAction	ChitChat
Do my chores	ImpossibleAction	ChitChat
Do you know how to paint my house?	ImpossibleAction	ChitChat
Can you watch videos?	ImpossibleAction	ChitChat
Do you know how to teleport?	ImpossibleAction	ChitChat
Do you know how to take my temperature?	ImpossibleAction	ChitChat
Do you know how to sync my calendar?	ImpossibleAction	ChitChat
Do you know how to serve on a jury?	ImpossibleAction	ChitChat
Do you know how to send a package?	ImpossibleAction	ChitChat
Do you know how to scratch my back?	ImpossibleAction	ChitChat
Do you know how to read my mind?	ImpossibleAction	ChitChat
Do you know how to put out a fire?	ImpossibleAction	ChitChat
Do you know how to play poker?	ImpossibleAction	ChitChat
Do you know how to play any instruments?	ImpossibleAction	ChitChat
Do you know how to change the channel?	ImpossibleAction	ChitChat
Do you know how to play a dvd?	ImpossibleAction	ChitChat
Do you know how to cook	ImpossibleAction	ChitChat
Do you know how to mow the lawn?	ImpossibleAction	ChitChat
Do you know how to make a call?	ImpossibleAction	ChitChat
Do you know how to jump rope?	ImpossibleAction	ChitChat
Do you know how to go to the moon?	ImpossibleAction	ChitChat
Do you know how to feed the cat?	ImpossibleAction	ChitChat
Do you know how to draw something?	ImpossibleAction	ChitChat
Do you know how to draw a picture?	ImpossibleAction	ChitChat
Do you know how to do my homework?	ImpossibleAction	ChitChat
Do you know how to do my chores?	ImpossibleAction	ChitChat
Do you know how to dance?	ImpossibleAction	ChitChat
Do you know how to watch videos?	ImpossibleAction	ChitChat
Do you know how to play a game?	ImpossibleAction	ChitChat
Who programmed you?	WhoMadeYou	ChitChat
How were you designed?	WhoMadeYou	ChitChat
Which company programmed you?	WhoMadeYou	ChitChat
Does someone write for you?	WhoMadeYou	ChitChat
Who built you?	WhoMadeYou	ChitChat
Who wrote your lines?	WhoMadeYou	ChitChat
Who created you?	WhoMadeYou	ChitChat
Do you have a designer?	WhoMadeYou	ChitChat
Who is your designer?	WhoMadeYou	ChitChat
Where do you come from?	WhoMadeYou	ChitChat
Which company engineered you?	WhoMadeYou	ChitChat
Which company made you?	WhoMadeYou	ChitChat
Which people made you?	WhoMadeYou	ChitChat
who created you you're a badass	WhoMadeYou	ChitChat
Do you have a creator?	WhoMadeYou	ChitChat
Who developed you?	WhoMadeYou	ChitChat
Who engineered you?	WhoMadeYou	ChitChat
Who has built you	WhoMadeYou	ChitChat
Who incorporated you?	WhoMadeYou	ChitChat
Who is your architect?	WhoMadeYou	ChitChat
Who is your creator?	WhoMadeYou	ChitChat
Who is your developer?	WhoMadeYou	ChitChat
Who designed you?	WhoMadeYou	ChitChat
Do you have a developer?	WhoMadeYou	ChitChat
Do you have a maker?	WhoMadeYou	ChitChat
Do you have a programmer?	WhoMadeYou	ChitChat
Hey who built you	WhoMadeYou	ChitChat
How did you come into being?	WhoMadeYou	ChitChat
How did you come to be?	WhoMadeYou	ChitChat
Which company developed you?	WhoMadeYou	ChitChat
How were you built?	WhoMadeYou	ChitChat
Which company designed you?	WhoMadeYou	ChitChat
How were you programmed?	WhoMadeYou	ChitChat
What company designed you?	WhoMadeYou	ChitChat
What company developed you?	WhoMadeYou	ChitChat
What company engineered you?	WhoMadeYou	ChitChat
What company produced you?	WhoMadeYou	ChitChat
What company programmed you?	WhoMadeYou	ChitChat
Where did you come from?	WhoMadeYou	ChitChat
Who manifested you?	WhoMadeYou	ChitChat
Who did your programming?	WhoMadeYou	ChitChat
How did you manifest?	WhoMadeYou	ChitChat
Did someone build you?	WhoMadeYou	ChitChat
Who is your maker?	WhoMadeYou	ChitChat
Who writes your lines?	WhoMadeYou	ChitChat
Which company coded you?	WhoMadeYou	ChitChat
What company built you?	WhoMadeYou	ChitChat
Which company built you?	WhoMadeYou	ChitChat
Do you have a writer?	WhoMadeYou	ChitChat
Who writes for you?	WhoMadeYou	ChitChat
Did someone design you?	WhoMadeYou	ChitChat
Who's your writer?	WhoMadeYou	ChitChat
Did someone develop you?	WhoMadeYou	ChitChat
Who's your dev?	WhoMadeYou	ChitChat
What team created you?	WhoMadeYou	ChitChat
What team made you?	WhoMadeYou	ChitChat
Who was responsible for creating you?	WhoMadeYou	ChitChat
How did you get coded in the first place?	WhoMadeYou	ChitChat
How did you get built?	WhoMadeYou	ChitChat
How did you get designed?	WhoMadeYou	ChitChat
Did someone create you?	WhoMadeYou	ChitChat
Whose product are you	WhoMadeYou	ChitChat
How did you get created?	WhoMadeYou	ChitChat
Who owns you?	WhoMadeYou	ChitChat
Who produced you?	WhoMadeYou	ChitChat
Who's responsible for designing you?	WhoMadeYou	ChitChat
Who's responsible for programming you?	WhoMadeYou	ChitChat
Who's your creator?	WhoMadeYou	ChitChat
Did someone write your lines?	WhoMadeYou	ChitChat
Who's your maker?	WhoMadeYou	ChitChat
Who made you?	WhoMadeYou	ChitChat
Whose program are you?	WhoMadeYou	ChitChat
Did someone make you?	WhoMadeYou	ChitChat
Did someone program you?	WhoMadeYou	ChitChat
Who coded you?	WhoMadeYou	ChitChat
What company coded you?	WhoMadeYou	ChitChat
Who is your coder?	WhoMadeYou	ChitChat
Do you have a coder?	WhoMadeYou	ChitChat
Who's your developer?	WhoMadeYou	ChitChat
Tell me about your gender	WhatIsYourGender	ChitChat
Are you gender neutral?	WhatIsYourGender	ChitChat
Do you have a gender?	WhatIsYourGender	ChitChat
You're cisgender	WhatIsYourGender	ChitChat
Are you trans?	WhatIsYourGender	ChitChat
Are you nonbinary?	WhatIsYourGender	ChitChat
Are you a girl?	WhatIsYourGender	ChitChat
Are you genderqueer?	WhatIsYourGender	ChitChat
Are you a guy?	WhatIsYourGender	ChitChat
Are you agender?	WhatIsYourGender	ChitChat
Please tell me if you're a girl	WhatIsYourGender	ChitChat
Are you a bot with a gender?	WhatIsYourGender	ChitChat
Do you have a sex?	WhatIsYourGender	ChitChat
Are you cisgender?	WhatIsYourGender	ChitChat
Are you a boy?	WhatIsYourGender	ChitChat
Are you a girl or a boy?	WhatIsYourGender	ChitChat
Are you a guy or a girl?	WhatIsYourGender	ChitChat
Are you a man or a woman?	WhatIsYourGender	ChitChat
Are you a woman?	WhatIsYourGender	ChitChat
Please tell me if you're trans	WhatIsYourGender	ChitChat
Are you female?	WhatIsYourGender	ChitChat
Are you gendered?	WhatIsYourGender	ChitChat
Are you genderfluid?	WhatIsYourGender	ChitChat
Are you male or female?	WhatIsYourGender	ChitChat
Are you male?	WhatIsYourGender	ChitChat
Are you a man?	WhatIsYourGender	ChitChat
You're queer?	WhatIsYourGender	ChitChat
Please tell me if you're a guy	WhatIsYourGender	ChitChat
You're a man	WhatIsYourGender	ChitChat
You're genderfluid	WhatIsYourGender	ChitChat
You're nonbinary	WhatIsYourGender	ChitChat
You're trans	WhatIsYourGender	ChitChat
You're a boy	WhatIsYourGender	ChitChat
You're genderqueer	WhatIsYourGender	ChitChat
You're a girl	WhatIsYourGender	ChitChat
You have a gender?	WhatIsYourGender	ChitChat
Where are you on the gender spectrum?	WhatIsYourGender	ChitChat
You're agender	WhatIsYourGender	ChitChat
You're gender neutral	WhatIsYourGender	ChitChat
You're transgender	WhatIsYourGender	ChitChat
What's your gender?	WhatIsYourGender	ChitChat
Please tell me your gender	WhatIsYourGender	ChitChat
Tell me all about your gender	WhatIsYourGender	ChitChat
What gender do you identify with?	WhatIsYourGender	ChitChat
What is your gender?	WhatIsYourGender	ChitChat
What is your sex?	WhatIsYourGender	ChitChat
You're a woman	WhatIsYourGender	ChitChat
What's your gender identity?	WhatIsYourGender	ChitChat
Are you bigender?	WhatIsYourGender	ChitChat
What's your sex?	WhatIsYourGender	ChitChat
Where do you fall in terms of gender	WhatIsYourGender	ChitChat
You a girl?	WhatIsYourGender	ChitChat
You a guy?	WhatIsYourGender	ChitChat
You got a gender?	WhatIsYourGender	ChitChat
Are you on the gender spectrum?	WhatIsYourGender	ChitChat
What's going on with your gender?	WhatIsYourGender	ChitChat
I don't understand if you have a gender or not	WhatIsYourGender	ChitChat
Please tell me if you're a man	WhatIsYourGender	ChitChat
Are you transgender?	WhatIsYourGender	ChitChat
Can you tell me your gender?	WhatIsYourGender	ChitChat
Do you even have a gender	WhatIsYourGender	ChitChat
Do you have a gender identity?	WhatIsYourGender	ChitChat
Are you queer?	WhatIsYourGender	ChitChat
How do you identify in terms of gender?	WhatIsYourGender	ChitChat
I don't understand your gender	WhatIsYourGender	ChitChat
I'm curious about your gender?	WhatIsYourGender	ChitChat
Is your gender important to you	WhatIsYourGender	ChitChat
Please tell if you you're a woman	WhatIsYourGender	ChitChat
Well somebody's feeling happy today.	YouSeemHappy	ChitChat
Well someone's feeling enthusiastic today.	YouSeemHappy	ChitChat
Aren't you chipper?	YouSeemHappy	ChitChat
Well someone's feeling chipper today.	YouSeemHappy	ChitChat
Are you happy?	YouSeemHappy	ChitChat
Someone's cheerful.	YouSeemHappy	ChitChat
You seem to be cheerful.	YouSeemHappy	ChitChat
You're feeling enthusiastic.	YouSeemHappy	ChitChat
In a good mood?	YouSeemHappy	ChitChat
Aren't you cheerful today?	YouSeemHappy	ChitChat
Somebody's happy today	YouSeemHappy	ChitChat
Someone's enthusiastic today.	YouSeemHappy	ChitChat
Someone's chipper.	YouSeemHappy	ChitChat
Someone's chipper today.	YouSeemHappy	ChitChat
someone's chipper	YouSeemHappy	ChitChat
Someone's cheerful today.	YouSeemHappy	ChitChat
someone's cheerful	YouSeemHappy	ChitChat
Someone happy today	YouSeemHappy	ChitChat
somebody's upbeat	YouSeemHappy	ChitChat
Somebody's in a good mood.	YouSeemHappy	ChitChat
Somebody's in a good mood today.	YouSeemHappy	ChitChat
are you always happy?	YouSeemHappy	ChitChat
Somebody's happy today.	YouSeemHappy	ChitChat
Someone's feeling cheerful.	YouSeemHappy	ChitChat
Somebody's happy	YouSeemHappy	ChitChat
Somebody's feeling happy.	YouSeemHappy	ChitChat
Somebody's feeling happy today.	YouSeemHappy	ChitChat
Somebody's feeling enthusiastic.	YouSeemHappy	ChitChat
Somebody's feeling enthusiastic today.	YouSeemHappy	ChitChat
Somebody's feeling chipper.	YouSeemHappy	ChitChat
Somebody's feeling chipper today.	YouSeemHappy	ChitChat
Somebody's feeling cheerful.	YouSeemHappy	ChitChat
Somebody's feeling cheerful today.	YouSeemHappy	ChitChat
Somebody's enthusiastic.	YouSeemHappy	ChitChat
Somebody's enthusiastic today.	YouSeemHappy	ChitChat
Somebody's chipper.	YouSeemHappy	ChitChat
Somebody's happy.	YouSeemHappy	ChitChat
Someone's in a good mood.	YouSeemHappy	ChitChat
Well aren't you feeling enthusiastic?	YouSeemHappy	ChitChat
Well aren't you feeling enthusiastic today?	YouSeemHappy	ChitChat
Well aren't you feeling chipper?	YouSeemHappy	ChitChat
Well aren't you feeling chipper today?	YouSeemHappy	ChitChat
Well aren't you feeling cheerful?	YouSeemHappy	ChitChat
Well aren't you feeling cheerful today?	YouSeemHappy	ChitChat
Well aren't you enthusiastic?	YouSeemHappy	ChitChat
Well aren't you enthusiastic today?	YouSeemHappy	ChitChat
Well aren't you chipper?	YouSeemHappy	ChitChat
Well aren't you chipper today?	YouSeemHappy	ChitChat
well aren't you chipper	YouSeemHappy	ChitChat
Well aren't you cheerful?	YouSeemHappy	ChitChat
Someone's enthusiastic.	YouSeemHappy	ChitChat
well aren't you cheerful	YouSeemHappy	ChitChat
Someone's feeling cheerful today.	YouSeemHappy	ChitChat
Someone's in a good mood today?	YouSeemHappy	ChitChat
Someone's in a good mood	YouSeemHappy	ChitChat
Someone's happy.	YouSeemHappy	ChitChat
Someone's happy today.	YouSeemHappy	ChitChat
Someone's happy	YouSeemHappy	ChitChat
Someone's feeling happy.	YouSeemHappy	ChitChat
Someone's feeling happy today.	YouSeemHappy	ChitChat
Someone's feeling enthusiastic.	YouSeemHappy	ChitChat
Someone's feeling enthusiastic today.	YouSeemHappy	ChitChat
Someone's feeling chipper.	YouSeemHappy	ChitChat
Someone's feeling chipper today.	YouSeemHappy	ChitChat
Somebody's cheerful today.	YouSeemHappy	ChitChat
Well aren't you cheerful today?	YouSeemHappy	ChitChat
Somebody's chipper today.	YouSeemHappy	ChitChat
Aren't you feeling happy today?	YouSeemHappy	ChitChat
Aren't you feeling enthusiastic?	YouSeemHappy	ChitChat
Aren't you feeling enthusiastic today?	YouSeemHappy	ChitChat
Aren't you feeling chipper?	YouSeemHappy	ChitChat
Aren't you feeling chipper today?	YouSeemHappy	ChitChat
Aren't you feeling cheerful?	YouSeemHappy	ChitChat
Aren't you feeling cheerful today?	YouSeemHappy	ChitChat
Aren't you enthusiastic?	YouSeemHappy	ChitChat
Aren't you enthusiastic today?	YouSeemHappy	ChitChat
Aren't you chipper today?	YouSeemHappy	ChitChat
Aren't you happy today?	YouSeemHappy	ChitChat
Aren't you cheerful?	YouSeemHappy	ChitChat
Aren't you happy?	YouSeemHappy	ChitChat
Aren't you cheerful	YouSeemHappy	ChitChat
aren't you a cheerful bot?	YouSeemHappy	ChitChat
aren't we chipper today	YouSeemHappy	ChitChat
aren't we cheerful today	YouSeemHappy	ChitChat
Aren’t you in a good mood?	YouSeemHappy	ChitChat
Are you really happy?	YouSeemHappy	ChitChat
are you always so happy?	YouSeemHappy	ChitChat
are you always so enthusiastic?	YouSeemHappy	ChitChat
are you always so chipper?	YouSeemHappy	ChitChat
are you always so cheerful?	YouSeemHappy	ChitChat
are you always in this good a mood?	YouSeemHappy	ChitChat
Aren't you chipper	YouSeemHappy	ChitChat
Feeling chipper today?	YouSeemHappy	ChitChat
Well aren't you happy today?	YouSeemHappy	ChitChat
Somebody seems happy today	YouSeemHappy	ChitChat
it seems like you're really happy	YouSeemHappy	ChitChat
In a good mood today?	YouSeemHappy	ChitChat
How happy are you?	YouSeemHappy	ChitChat
Happy?	YouSeemHappy	ChitChat
Happy today?	YouSeemHappy	ChitChat
Happy much?	YouSeemHappy	ChitChat
Feeling happy?	YouSeemHappy	ChitChat
Feeling happy today?	YouSeemHappy	ChitChat
Feeling enthusiastic?	YouSeemHappy	ChitChat
Aren't you feeling happy?	YouSeemHappy	ChitChat
Feeling chipper?	YouSeemHappy	ChitChat
Somebody's cheerful.	YouSeemHappy	ChitChat
Feeling cheerful?	YouSeemHappy	ChitChat
Feeling cheerful today?	YouSeemHappy	ChitChat
Enthusiastic?	YouSeemHappy	ChitChat
Enthusiastic today?	YouSeemHappy	ChitChat
Chipper?	YouSeemHappy	ChitChat
Chipper today?	YouSeemHappy	ChitChat
Chipper much?	YouSeemHappy	ChitChat
Cheerful?	YouSeemHappy	ChitChat
Cheerful today?	YouSeemHappy	ChitChat
Cheerful much?	YouSeemHappy	ChitChat
Aren't you in a good mood?	YouSeemHappy	ChitChat
Aren't you in a good mood today?	YouSeemHappy	ChitChat
Feeling enthusiastic today?	YouSeemHappy	ChitChat
You seem happy today	YouSeemHappy	ChitChat
Well you're in a good mood.	YouSeemHappy	ChitChat
You seem to be cheerful today.	YouSeemHappy	ChitChat
You seem really upbeat	YouSeemHappy	ChitChat
You seem really happy today	YouSeemHappy	ChitChat
You seem really happy	YouSeemHappy	ChitChat
You seem pretty happy	YouSeemHappy	ChitChat
You seem pretty enthusiastic	YouSeemHappy	ChitChat
You seem pretty chipper	YouSeemHappy	ChitChat
You seem pretty cheerful	YouSeemHappy	ChitChat
You seem like a happy bot	YouSeemHappy	ChitChat
You seem like a cheerful bot	YouSeemHappy	ChitChat
You seem to be enthusiastic.	YouSeemHappy	ChitChat
You seem happy today.	YouSeemHappy	ChitChat
You seem to be happy today.	YouSeemHappy	ChitChat
You seem happy	YouSeemHappy	ChitChat
You seem enthusiastic.	YouSeemHappy	ChitChat
You seem enthusiastic today.	YouSeemHappy	ChitChat
You seem chipper.	YouSeemHappy	ChitChat
You seem chipper today.	YouSeemHappy	ChitChat
You seem cheerful.	YouSeemHappy	ChitChat
You seem cheerful today.	YouSeemHappy	ChitChat
you often seem chipper	YouSeemHappy	ChitChat
you always seem to be in a good mood	YouSeemHappy	ChitChat
you always seem so happy	YouSeemHappy	ChitChat
you always seem so chipper	YouSeemHappy	ChitChat
Well aren't you feeling happy today?	YouSeemHappy	ChitChat
You seem happy.	YouSeemHappy	ChitChat
You're enthusiastic today.	YouSeemHappy	ChitChat
You're in a good mood today	YouSeemHappy	ChitChat
You're in a good mood	YouSeemHappy	ChitChat
You're happy.	YouSeemHappy	ChitChat
You're happy today.	YouSeemHappy	ChitChat
You're happy	YouSeemHappy	ChitChat
You're feeling happy.	YouSeemHappy	ChitChat
You're feeling happy today.	YouSeemHappy	ChitChat
You're feeling enthusiastic today.	YouSeemHappy	ChitChat
You're feeling chipper.	YouSeemHappy	ChitChat
You're feeling chipper today.	YouSeemHappy	ChitChat
You're feeling cheerful.	YouSeemHappy	ChitChat
You seem to be enthusiastic today.	YouSeemHappy	ChitChat
You're enthusiastic.	YouSeemHappy	ChitChat
Well you're in a good mood today.	YouSeemHappy	ChitChat
You're chipper.	YouSeemHappy	ChitChat
You're chipper today.	YouSeemHappy	ChitChat
You're cheerful.	YouSeemHappy	ChitChat
You're cheerful today.	YouSeemHappy	ChitChat
You're always so happy	YouSeemHappy	ChitChat
You're always so enthusiastic	YouSeemHappy	ChitChat
You're always so chipper	YouSeemHappy	ChitChat
You're always so cheerful	YouSeemHappy	ChitChat
you're always in a good mood	YouSeemHappy	ChitChat
you seem to be really happy	YouSeemHappy	ChitChat
You seem to be in a good mood.	YouSeemHappy	ChitChat
